imei,order,lon,lat
000013612345684,25,76.26587,10.09464
000013612345685,25,76.28422,9.97639
000013612345686,25,76.33136,10.01346
000013612345687,25,76.31803,9.96899
000013612345688,25,76.35405,10.02219
000013612345689,25,76.34583,10.10519
000013612345690,25,76.37016,10.16536
000013612345691,25,76.31269,10.02442
000013612345692,25,76.34303,10.02038
000013612345678,26,76.27007,10.08088
000013612345680,26,76.24281,10.12857
000013612345681,26,76.45489,10.02393
000013612345682,26,76.52133,10.03787
000013612345683,26,76.2336,10.14732
000013612345684,26,76.26583,10.09483
000013612345685,26,76.28418,9.97652
000013612345686,26,76.33121,10.01342
000013612345687,26,76.31801,9.96926
000013612345688,26,76.35392,10.02195
000013612345689,26,76.34586,10.10518
000013612345690,26,76.37008,10.16517
000013612345691,26,76.31268,10.02449
000013612345692,26,76.34299,10.02045
000013612345678,27,76.26999,10.08109
000013612345680,27,76.2429,10.12832
000013612345681,27,76.45497,10.02391
000013612345682,27,76.52131,10.03787
000013612345683,27,76.23361,10.14705
000013612345684,27,76.26581,10.09492
000013612345685,27,76.28417,9.97658
000013612345686,27,76.33103,10.01338
000013612345687,27,76.31798,9.96973
000013612345688,27,76.35384,10.02183
000013612345689,27,76.34593,10.10518
000013612345690,27,76.37005,10.16503
000013612345691,27,76.31264,10.02487
000013612345692,27,76.3429,10.02061
000013612345678,28,76.26995,10.08119
000013612345680,28,76.243,10.12802
000013612345681,28,76.45505,10.02391
000013612345682,28,76.52128,10.03787
000013612345683,28,76.23365,10.14618
000013612345684,28,76.26579,10.09505
000013612345685,28,76.28401,9.97711
000013612345686,28,76.33083,10.01333
000013612345687,28,76.31795,9.97017
000013612345688,28,76.35373,10.02172
000013612345689,28,76.34599,10.10517
000013612345690,28,76.37002,10.16494
000013612345691,28,76.31255,10.02541
000013612345692,28,76.34277,10.02082
000013612345678,29,76.26986,10.08145
000013612345680,29,76.24304,10.12786
000013612345681,29,76.45532,10.02388
000013612345682,29,76.52116,10.0379
000013612345683,29,76.23392,10.14616
000013612345684,29,76.26576,10.09523
000013612345685,29,76.28399,9.97717
000013612345686,29,76.33071,10.01332
000013612345687,29,76.31796,9.97036
000013612345688,29,76.35363,10.02164
000013612345689,29,76.34607,10.10517
000013612345690,29,76.37,10.16485
000013612345691,29,76.31244,10.02574
000013612345692,29,76.34251,10.02118
000013612345678,30,76.26978,10.08175
000013612345680,30,76.24308,10.12777
000013612345681,30,76.45561,10.02389
000013612345682,30,76.52079,10.038
000013612345683,30,76.23452,10.14617
000013612345684,30,76.26574,10.09537
000013612345685,30,76.28389,9.97743
000013612345686,30,76.33061,10.01331
000013612345687,30,76.31801,9.97052
000013612345688,30,76.35351,10.02157
000013612345689,30,76.34623,10.10518
000013612345690,30,76.37,10.16478
000013612345691,30,76.31243,10.02577
000013612345692,30,76.34231,10.02146
000013612345678,31,76.26969,10.08201
000013612345680,31,76.24313,10.12767
000013612345681,31,76.45572,10.02392
000013612345682,31,76.52046,10.0381
000013612345683,31,76.23525,10.14614
000013612345684,31,76.26571,10.09555
000013612345685,31,76.28367,9.97803
000013612345686,31,76.33054,10.01331
000013612345687,31,76.31802,9.97059
000013612345688,31,76.35297,10.02128
000013612345689,31,76.34631,10.10519
000013612345690,31,76.36999,10.16471
000013612345691,31,76.31243,10.02579
000013612345692,31,76.34209,10.02177
000013612345678,32,76.26968,10.08205
000013612345680,32,76.24321,10.12757
000013612345681,32,76.4558,10.02393
000013612345682,32,76.52036,10.03811
000013612345683,32,76.2352493,10.1461404
000013612345684,32,76.2657,10.09564
000013612345685,32,76.28361,9.97819
000013612345686,32,76.33049,10.0133
000013612345687,32,76.31802,9.97073
000013612345688,32,76.35295,10.02126
000013612345689,32,76.34638,10.10519
000013612345690,32,76.37,10.16444
000013612345691,32,76.31243,10.02582
000013612345692,32,76.34183,10.02213
000013612345678,33,76.26963,10.0822
000013612345680,33,76.2433,10.12743
000013612345681,33,76.45587,10.02394
000013612345682,33,76.52022,10.03813
000013612345683,33,76.23529,10.14586
000013612345684,33,76.2657,10.09567
000013612345685,33,76.28357,9.9783
000013612345686,33,76.33044,10.0133
000013612345687,33,76.31795,9.97142
000013612345688,33,76.35293,10.02125
000013612345689,33,76.3465,10.10519
000013612345690,33,76.37001,10.16434
000013612345691,33,76.31243,10.02585
000013612345692,33,76.34155,10.02251
000013612345678,34,76.26962,10.08224
000013612345680,34,76.24337,10.12733
000013612345681,34,76.45594,10.02393
000013612345682,34,76.52013,10.03813
000013612345683,34,76.23533,10.14546
000013612345684,34,76.26567,10.09579
000013612345685,34,76.28345,9.9787
000013612345686,34,76.33034,10.0133
000013612345687,34,76.31786,9.97238
000013612345688,34,76.35292,10.02124
000013612345689,34,76.34654,10.1052
000013612345690,34,76.37003,10.16409
000013612345691,34,76.31243,10.02587
000013612345692,34,76.34139,10.02267
000013612345678,35,76.26954,10.08251
000013612345680,35,76.24339,10.12731
000013612345681,35,76.456,10.02392
000013612345682,35,76.52004,10.03812
000013612345683,35,76.23534,10.14528
000013612345684,35,76.26565,10.09586
000013612345685,35,76.28325,9.97928
000013612345686,35,76.33021,10.0133
000013612345687,35,76.31781,9.9728
000013612345688,35,76.35291,10.02122
000013612345689,35,76.34658,10.10519
000013612345690,35,76.37003,10.164
000013612345691,35,76.31244,10.0259
000013612345692,35,76.34124,10.02282
000013612345678,36,76.26949,10.08269
000013612345680,36,76.24343,10.12722
000013612345681,36,76.45616,10.02386
000013612345682,36,76.51988,10.03811
000013612345683,36,76.23533,10.14521
000013612345684,36,76.26562,10.09595
000013612345685,36,76.28319,9.9795
000013612345686,36,76.33007,10.0133
000013612345687,36,76.31781,9.97288
000013612345688,36,76.35289,10.0212
000013612345689,36,76.3467,10.10518
000013612345690,36,76.37003,10.16393
000013612345691,36,76.31251,10.02607
000013612345692,36,76.34111,10.02292
000013612345678,37,76.26937,10.08313
000013612345680,37,76.24343,10.12721
000013612345681,37,76.45656,10.02371
000013612345682,37,76.51966,10.03809
000013612345683,37,76.23525,10.14514
000013612345684,37,76.26561,10.09596
000013612345685,37,76.28317,9.97966
000013612345686,37,76.33003,10.01329
000013612345687,37,76.31779,9.97301
000013612345688,37,76.35287,10.02117
000013612345689,37,76.34681,10.10516
000013612345690,37,76.37002,10.16387
000013612345691,37,76.3125097,10.0260722
000013612345692,37,76.34101,10.02299
000013612345678,38,76.26933,10.08332
000013612345680,38,76.24348,10.12711
000013612345681,38,76.45676,10.02364
000013612345682,38,76.51958,10.03808
000013612345683,38,76.2352501,10.145142
000013612345684,38,76.26556,10.09617
000013612345685,38,76.28312,9.98002
000013612345686,38,76.32984,10.01325
000013612345687,38,76.3177,9.97391
000013612345688,38,76.35286,10.02114
000013612345689,38,76.34698,10.10511
000013612345690,38,76.37002,10.16381
000013612345691,38,76.31253,10.02607
000013612345692,38,76.34091,10.02305
000013612345678,39,76.26927,10.08359
000013612345680,39,76.24352,10.12698
000013612345681,39,76.45677,10.02364
000013612345682,39,76.51941,10.03806
000013612345683,39,76.23517,10.14488
000013612345684,39,76.26554,10.09627
000013612345685,39,76.28299,9.98092
000013612345686,39,76.32968,10.0132
000013612345687,39,76.31769,9.97402
000013612345688,39,76.35281,10.02105
000013612345689,39,76.3472,10.10508
000013612345690,39,76.37001,10.16375
000013612345691,39,76.31256,10.02608
000013612345692,39,76.34078,10.02313
000013612345678,40,76.26925,10.08367
000013612345680,40,76.24359,10.12675
000013612345681,40,76.45683,10.02362
000013612345682,40,76.51915,10.03804
000013612345683,40,76.23516,10.14472
000013612345684,40,76.26543,10.09671
000013612345685,40,76.28288,9.98157
000013612345686,40,76.32964,10.01319
000013612345687,40,76.31766,9.97431
000013612345688,40,76.3528,10.02101
000013612345689,40,76.34743,10.10503
000013612345690,40,76.37,10.16369
000013612345691,40,76.3126,10.0261
000013612345692,40,76.34063,10.0232
000013612345678,41,76.26923,10.08374
000013612345680,41,76.24359,10.12674
000013612345681,41,76.45691,10.02361
000013612345682,41,76.51887,10.03802
000013612345683,41,76.23516,10.14466
000013612345684,41,76.26538,10.0969
000013612345685,41,76.2827,9.98214
000013612345686,41,76.32944,10.01314
000013612345687,41,76.31763,9.97461
000013612345688,41,76.3528,10.021
000013612345689,41,76.34767,10.10498
000013612345690,41,76.36997,10.16362
000013612345691,41,76.31263,10.02612
000013612345692,41,76.34052,10.02324
000013612345678,42,76.2692,10.08391
000013612345680,42,76.24369,10.12642
000013612345681,42,76.45707,10.02359
000013612345682,42,76.51861,10.03801
000013612345683,42,76.23519,10.14461
000013612345684,42,76.26531,10.09715
000013612345685,42,76.28224,9.9835
000013612345686,42,76.32937,10.01312
000013612345687,42,76.31753,9.97556
000013612345688,42,76.35279,10.02093
000013612345689,42,76.34792,10.10494
000013612345690,42,76.36993,10.16354
000013612345691,42,76.31272,10.02618
000013612345692,42,76.3404,10.02327
000013612345678,43,76.26917,10.08409
000013612345680,43,76.24383,10.12593
000013612345681,43,76.4573,10.02359
000013612345682,43,76.51841,10.03799
000013612345683,43,76.23539,10.14445
000013612345684,43,76.26531,10.09716
000013612345685,43,76.28212,9.98387
000013612345686,43,76.32923,10.01307
000013612345687,43,76.3175,9.97578
000013612345688,43,76.35279,10.02085
000013612345689,43,76.34875,10.10489
000013612345690,43,76.36984,10.16338
000013612345691,43,76.31281,10.02624
000013612345692,43,76.34024,10.02332
000013612345678,44,76.26914,10.08423
000013612345680,44,76.24392,10.12562
000013612345681,44,76.45753,10.02359
000013612345682,44,76.51819,10.03798
000013612345683,44,76.2356,10.14415
000013612345684,44,76.26524,10.09737
000013612345685,44,76.28176,9.98485
000013612345686,44,76.32903,10.013
000013612345687,44,76.31746,9.97601
000013612345688,44,76.35279,10.02078
000013612345689,44,76.34888,10.10489
000013612345690,44,76.36969,10.16319
000013612345691,44,76.31285,10.02627
000013612345692,44,76.34005,10.02337
000013612345678,45,76.26907,10.08437
000013612345680,45,76.24398,10.12544
000013612345681,45,76.45769,10.02356
000013612345682,45,76.51797,10.03795
000013612345683,45,76.23603,10.14366
000013612345684,45,76.2652,10.09749
000013612345685,45,76.28175,9.98489
000013612345686,45,76.32844,10.0128
000013612345687,45,76.31738,9.97678
000013612345688,45,76.35281,10.02071
000013612345689,45,76.349,10.10488
000013612345690,45,76.36959,10.16307
000013612345691,45,76.31292,10.0263
000013612345692,45,76.33994,10.0234
000013612345678,46,76.26904,10.08444
000013612345680,46,76.24399,10.12538
000013612345681,46,76.45801,10.02349
000013612345682,46,76.5177,10.03792
000013612345683,46,76.23614,10.14355
000013612345684,46,76.26513,10.0977
000013612345685,46,76.28147,9.98565
000013612345686,46,76.32822,10.01271
000013612345687,46,76.31711,9.97935
000013612345688,46,76.35282,10.02066
000013612345689,46,76.34912,10.10488
000013612345690,46,76.36948,10.16295
000013612345691,46,76.31298,10.02634
000013612345692,46,76.33984,10.02341
000013612345678,47,76.26897,10.08457
000013612345680,47,76.24409,10.12509
000013612345681,47,76.45829,10.02341
000013612345682,47,76.5175,10.03788
000013612345683,47,76.23618,10.14348
000013612345684,47,76.26508,10.0978
000013612345685,47,76.28143,9.98574
000013612345686,47,76.3281,10.01266
000013612345687,47,76.31687,9.98107
000013612345688,47,76.35282,10.02065
000013612345689,47,76.34925,10.10489
000013612345690,47,76.36941,10.16289
000013612345691,47,76.3132,10.02643
000013612345692,47,76.33965,10.02347
000013612345678,48,76.26885,10.08491
000013612345680,48,76.24414,10.12497
000013612345681,48,76.45841,10.02337
000013612345682,48,76.51734,10.03786
000013612345683,48,76.23619,10.14344
000013612345684,48,76.26502,10.09797
000013612345685,48,76.2814347,9.9857389
000013612345686,48,76.32796,10.01264
000013612345687,48,76.31685,9.98115
000013612345688,48,76.35286,10.02057
000013612345689,48,76.34936,10.1049
000013612345690,48,76.36925,10.16276
000013612345691,48,76.31327,10.02645
000013612345692,48,76.33954,10.02351
000013612345678,49,76.26885,10.08493
000013612345680,49,76.2442,10.12484
000013612345681,49,76.4585,10.02333
000013612345682,49,76.51717,10.03781
000013612345683,49,76.23624,10.14331
000013612345684,49,76.26488,10.09832
000013612345685,49,76.28141,9.98585
000013612345686,49,76.32767,10.01259
000013612345687,49,76.31678,9.98162
000013612345688,49,76.35302,10.02025
000013612345689,49,76.34947,10.10491
000013612345690,49,76.36914,10.16268
000013612345691,49,76.31353,10.02654
000013612345692,49,76.33952,10.02352
000013612345678,50,76.26885,10.08494
000013612345680,50,76.24424,10.12477
000013612345681,50,76.45866,10.02327
000013612345682,50,76.51708,10.0378
000013612345683,50,76.23639,10.14282
000013612345684,50,76.26485,10.09838
000013612345685,50,76.28151,9.98588
000013612345686,50,76.32744,10.01256
000013612345687,50,76.31669,9.98238
000013612345688,50,76.35308,10.0201
000013612345689,50,76.34976,10.10495
000013612345690,50,76.369,10.16261
000013612345691,50,76.3138,10.02663
000013612345692,50,76.33938,10.02357
000013612345678,51,76.26886,10.08496
000013612345680,51,76.24426,10.12474
000013612345681,51,76.45876,10.02324
000013612345682,51,76.51703,10.0378
000013612345683,51,76.23652,10.14251
000013612345684,51,76.26471,10.09871
000013612345685,51,76.28266,9.98616
000013612345686,51,76.32726,10.01253
000013612345687,51,76.31652,9.98349
000013612345688,51,76.3531,10.02005
000013612345689,51,76.3497649,10.1049482
000013612345690,51,76.36881,10.16251
000013612345691,51,76.31401,10.02671
000013612345692,51,76.33926,10.02362
000013612345678,52,76.26887,10.08497
000013612345680,52,76.24434,10.12459
000013612345681,52,76.45887,10.02322
000013612345682,52,76.51693,10.03781
000013612345683,52,76.23656,10.14242
000013612345684,52,76.26454,10.09911
000013612345685,52,76.28319,9.9863
000013612345686,52,76.32716,10.01252
000013612345687,52,76.31628,9.98483
000013612345688,52,76.35312,10.02
000013612345689,52,76.34979,10.10511
000013612345690,52,76.36865,10.16246
000013612345691,52,76.31406,10.02673
000013612345692,52,76.33916,10.02368
000013612345678,53,76.2689,10.08499
000013612345680,53,76.2446,10.12421
000013612345681,53,76.45898,10.02319
000013612345682,53,76.51683,10.03782
000013612345683,53,76.23662,10.14225
000013612345684,53,76.26445,10.09933
000013612345685,53,76.28346,9.98642
000013612345686,53,76.3269,10.01249
000013612345687,53,76.31612,9.98576
000013612345688,53,76.35313,10.01992
000013612345689,53,76.3498,10.10525
000013612345690,53,76.36854,10.16242
000013612345691,53,76.31421,10.0268
000013612345692,53,76.33906,10.02374
000013612345678,54,76.2688958,10.0849944
000013612345680,54,76.24476,10.12394
000013612345681,54,76.4591,10.02318
000013612345682,54,76.51674,10.03782
000013612345683,54,76.23665,10.14214
000013612345684,54,76.26444,10.09936
000013612345685,54,76.28373,9.9865
000013612345686,54,76.32664,10.01244
000013612345687,54,76.31596,9.98683
000013612345688,54,76.35314,10.01989
000013612345689,54,76.34982,10.10538
000013612345690,54,76.36846,10.1624
000013612345691,54,76.31435,10.02686
000013612345692,54,76.33899,10.02379
000013612345678,55,76.26882,10.08532
000013612345680,55,76.24484,10.12381
000013612345681,55,76.45926,10.02319
000013612345682,55,76.51664,10.03782
000013612345683,55,76.23667,10.14208
000013612345684,55,76.26439,10.09951
000013612345685,55,76.28387,9.98656
000013612345686,55,76.32628,10.01237
000013612345687,55,76.31553,9.98926
000013612345688,55,76.35314,10.01986
000013612345689,55,76.34984,10.1058
000013612345690,55,76.36841,10.16239
000013612345691,55,76.31439,10.02688
000013612345692,55,76.33891,10.02384
000013612345678,56,76.26881,10.08533
000013612345680,56,76.24502,10.1235
000013612345681,56,76.45951,10.02322
000013612345682,56,76.51653,10.03783
000013612345683,56,76.23671,10.14191
