imei,order,lon,lat
imei-8,9,76.33416,10.01443
imei-9,9,76.3168361,9.9659937
imei-10,9,76.35503,10.02283
imei-11,9,76.34578,10.1065
imei-12,9,76.37218,10.16987
imei-13,9,76.31189,10.02331
imei-14,9,76.34286,10.01784
imei-1,10,76.27148,10.07609
imei-2,10,76.24038,10.13351
imei-3,10,76.45112,10.02377
imei-4,10,76.52197,10.03808
imei-5,10,76.23016,10.14891
imei-6,10,76.26648,10.09271
imei-7,10,76.2821921,9.9751661
imei-8,10,76.33407,10.0144
imei-9,10,76.31708,9.96603
imei-10,10,76.35498,10.0228
imei-11,10,76.34578,10.1063
imei-12,10,76.37207,10.16968
imei-13,10,76.312,10.02329
imei-14,10,76.34287,10.01792
imei-1,11,76.27148,10.07627
imei-2,11,76.24056,10.13318
imei-3,11,76.45135,10.02371
imei-4,11,76.5219,10.0381
imei-5,11,76.23038,10.14893
imei-6,11,76.26646,10.09287
imei-7,11,76.28236,9.97515
imei-8,11,76.334,10.01438
imei-9,11,76.31725,9.96604
imei-10,11,76.35492,10.02276
imei-11,11,76.34577,10.10628
imei-12,11,76.37198,10.16953
imei-13,11,76.31212,10.02327
imei-14,11,76.34293,10.01807
imei-1,12,76.27145,10.07669
imei-2,12,76.2407,10.13293
imei-3,12,76.45163,10.02367
imei-4,12,76.52186,10.03811
imei-5,12,76.23067,10.14896
imei-6,12,76.26645,10.09295
imei-7,12,76.28256,9.97513
imei-8,12,76.33383,10.01434
imei-9,12,76.31745,9.96604
imei-10,12,76.35488,10.02274
imei-11,12,76.34577,10.10626
imei-12,12,76.37188,10.16927
imei-13,12,76.31215,10.02327
imei-14,12,76.34298,10.01819
imei-1,13,76.2714,10.07693
imei-2,13,76.24095,10.13249
imei-3,13,76.45188,10.02364
imei-4,13,76.52184,10.03811
imei-5,13,76.2316,10.14901
imei-6,13,76.26643,10.09317
imei-7,13,76.28262,9.97513
imei-8,13,76.33354,10.01423
imei-9,13,76.3177,9.96604
imei-10,13,76.35445,10.0228
imei-11,13,76.34575,10.10623
imei-12,13,76.37177,10.16897
imei-13,13,76.31223,10.02327
imei-14,13,76.34304,10.01833
imei-1,14,76.27137,10.07703
imei-2,14,76.24097,10.13245
imei-3,14,76.45217,10.02363
imei-4,14,76.52179,10.03812
imei-5,14,76.23169,10.14902
imei-6,14,76.26642,10.09328
imei-7,14,76.28266,9.97513
imei-8,14,76.33321,10.01412
imei-9,14,76.31791,9.96603
imei-10,14,76.35439,10.0228
imei-11,14,76.34575,10.10622
imei-12,14,76.37171,10.16881
imei-13,14,76.31232,10.02328
imei-14,14,76.34314,10.01859
imei-1,15,76.27132,10.07722
imei-2,15,76.24106,10.13226
imei-3,15,76.45236,10.02364
imei-4,15,76.52176,10.03811
imei-5,15,76.23174,10.14902
imei-6,15,76.2664,10.09342
imei-7,15,76.28268,9.97514
imei-8,15,76.33303,10.01407
imei-9,15,76.31803,9.96603
imei-10,15,76.35434,10.02279
imei-11,15,76.34574,10.10621
imei-12,15,76.37161,10.16853
imei-13,15,76.31241,10.02329
imei-14,15,76.34317,10.01874
imei-1,16,76.27121,10.07752
imei-2,16,76.2413,10.13179
imei-3,16,76.45255,10.02368
imei-4,16,76.52173,10.0381
imei-5,16,76.23196,10.14903
imei-6,16,76.26636,10.09357
imei-7,16,76.28272,9.97514
imei-8,16,76.33286,10.01402
imei-9,16,76.31813,9.96603
imei-10,16,76.35432,10.02278
imei-11,16,76.34572,10.1062
imei-12,16,76.37153,10.16829
imei-13,16,76.31245,10.0233
imei-14,16,76.3432,10.01887
imei-1,17,76.27114,10.07777
imei-2,17,76.24153,10.13134
imei-3,17,76.45291,10.02376
imei-4,17,76.52169,10.03808
imei-5,17,76.23217,10.14904
imei-6,17,76.26631,10.09369
imei-7,17,76.28289,9.97518
imei-8,17,76.33259,10.01392
imei-9,17,76.3181273,9.9660307
imei-10,17,76.35429,10.02277
imei-11,17,76.34567,10.10616
imei-12,17,76.37141,10.16799
imei-13,17,76.3125,10.0233
imei-14,17,76.34322,10.01902
imei-1,18,76.271,10.07832
imei-2,18,76.24162,10.13116
imei-3,18,76.45346,10.0239
imei-4,18,76.52165,10.03807
imei-5,18,76.23274,10.14907
imei-6,18,76.26627,10.09379
imei-7,18,76.28308,9.97523
imei-8,18,76.33247,10.01389
imei-9,18,76.31812,9.96609
imei-10,18,76.35427,10.02275
imei-11,18,76.34519,10.10587
imei-12,18,76.37119,10.16751
imei-13,18,76.31286,10.02339
imei-14,18,76.34323,10.01912
imei-1,19,76.27096,10.07847
imei-2,19,76.24181,10.13082
imei-3,19,76.45379,10.024
imei-4,19,76.52162,10.03805
imei-5,19,76.23339,10.14911
imei-6,19,76.26617,10.09397
imei-7,19,76.2832,9.97525
imei-8,19,76.3323,10.01383
imei-9,19,76.3181224,9.9660942
imei-10,19,76.35425,10.02273
imei-11,19,76.3451913,10.105866
imei-12,19,76.37064,10.16636
imei-13,19,76.3128574,10.0233854
imei-14,19,76.34325,10.01929
imei-1,20,76.27093,10.07859
imei-2,20,76.24193,10.1306
imei-3,20,76.45411,10.02408
imei-4,20,76.52156,10.03801
imei-5,20,76.23361,10.14912
imei-6,20,76.26606,10.09416
imei-7,20,76.28335,9.97529
imei-8,20,76.33192,10.01369
imei-9,20,76.3182,9.9661
imei-10,20,76.35422,10.0227
imei-11,20,76.34541,10.10558
imei-12,20,76.37037,10.16585
imei-13,20,76.31282,10.02366
imei-14,20,76.34325,10.01939
imei-1,21,76.27093,10.07861
imei-2,21,76.24206,10.13035
imei-3,21,76.45426,10.0241
imei-4,21,76.52141,10.0379
imei-5,21,76.2336081,10.1491202
imei-6,21,76.26601,10.09426
imei-7,21,76.28386,9.97542
imei-8,21,76.33183,10.01365
imei-9,21,76.3182,9.96655
imei-10,21,76.3542,10.02266
imei-11,21,76.3455,10.10547
imei-12,21,76.37032,10.16575
imei-13,21,76.31281,10.02379
imei-14,21,76.34326,10.01961
imei-1,22,76.27071,10.07925
imei-2,22,76.24207,10.13032
imei-3,22,76.45433,10.0241
imei-4,22,76.52139,10.03788
imei-5,22,76.23361,10.14867
imei-6,22,76.26596,10.09438
imei-7,22,76.28414,9.97548
imei-8,22,76.33173,10.01361
imei-9,22,76.31811,9.96749
imei-10,22,76.35418,10.02262
imei-11,22,76.34564,10.1053
imei-12,22,76.37025,10.16559
imei-13,22,76.31278,10.0239
imei-14,22,76.34319,10.01984
imei-1,23,76.27066,10.07939
imei-2,23,76.24221,10.13002
imei-3,23,76.45442,10.02409
imei-4,23,76.52137,10.03788
imei-5,23,76.23356,10.14824
imei-6,23,76.26593,10.09447
imei-7,23,76.28445,9.97555
imei-8,23,76.33158,10.01354
imei-9,23,76.31809,9.96829
imei-10,23,76.35414,10.02246
imei-11,23,76.34573,10.10524
imei-12,23,76.37024,10.16557
imei-13,23,76.31275,10.0241
imei-14,23,76.34315,10.02003
imei-1,24,76.27044,10.07998
imei-2,24,76.24247,10.12942
imei-3,24,76.45459,10.02404
imei-4,24,76.52136,10.03787
imei-5,24,76.23358,10.14807
imei-6,24,76.2659,10.09456
imei-7,24,76.2844511,9.9755511
imei-8,24,76.33138,10.01347
imei-9,24,76.31807,9.9684
imei-10,24,76.35407,10.02222
imei-11,24,76.34579,10.1052
imei-12,24,76.37022,10.16551
imei-13,24,76.31274,10.02415
imei-14,24,76.34307,10.02028
imei-1,25,76.2702,10.08055
imei-2,25,76.24266,10.12897
imei-3,25,76.4548,10.02396
imei-4,25,76.52135,10.03787
imei-5,25,76.23358,10.14773
imei-6,25,76.26587,10.09464
imei-7,25,76.28422,9.97639
imei-8,25,76.33136,10.01346
imei-9,25,76.31803,9.96899
imei-10,25,76.35405,10.02219
imei-11,25,76.34583,10.10519
imei-12,25,76.37016,10.16536
imei-13,25,76.31269,10.02442
imei-14,25,76.34303,10.02038
imei-1,26,76.27007,10.08088
imei-2,26,76.24281,10.12857
imei-3,26,76.45489,10.02393
imei-4,26,76.52133,10.03787
imei-5,26,76.2336,10.14732
imei-6,26,76.26583,10.09483
imei-7,26,76.28418,9.97652
imei-8,26,76.33121,10.01342
imei-9,26,76.31801,9.96926
imei-10,26,76.35392,10.02195
imei-11,26,76.34586,10.10518
imei-12,26,76.37008,10.16517
imei-13,26,76.31268,10.02449
imei-14,26,76.34299,10.02045
imei-1,27,76.26999,10.08109
imei-2,27,76.2429,10.12832
imei-3,27,76.45497,10.02391
imei-4,27,76.52131,10.03787
imei-5,27,76.23361,10.14705
imei-6,27,76.26581,10.09492
imei-7,27,76.28417,9.97658
imei-8,27,76.33103,10.01338
imei-9,27,76.31798,9.96973
imei-10,27,76.35384,10.02183
imei-11,27,76.34593,10.10518
imei-12,27,76.37005,10.16503
imei-13,27,76.31264,10.02487
imei-14,27,76.3429,10.02061
imei-1,28,76.26995,10.08119
imei-2,28,76.243,10.12802
imei-3,28,76.45505,10.02391
imei-4,28,76.52128,10.03787
imei-5,28,76.23365,10.14618
imei-6,28,76.26579,10.09505
imei-7,28,76.28401,9.97711
imei-8,28,76.33083,10.01333
imei-9,28,76.31795,9.97017
imei-10,28,76.35373,10.02172
imei-11,28,76.34599,10.10517
imei-12,28,76.37002,10.16494
imei-13,28,76.31255,10.02541
imei-14,28,76.34277,10.02082
imei-1,29,76.26986,10.08145
imei-2,29,76.24304,10.12786
imei-3,29,76.45532,10.02388
imei-4,29,76.52116,10.0379
imei-5,29,76.23392,10.14616
imei-6,29,76.26576,10.09523
imei-7,29,76.28399,9.97717
imei-8,29,76.33071,10.01332
imei-9,29,76.31796,9.97036
imei-10,29,76.35363,10.02164
imei-11,29,76.34607,10.10517
imei-12,29,76.37,10.16485
imei-13,29,76.31244,10.02574
imei-14,29,76.34251,10.02118
imei-1,30,76.26978,10.08175
imei-2,30,76.24308,10.12777
imei-3,30,76.45561,10.02389
imei-4,30,76.52079,10.038
imei-5,30,76.23452,10.14617
imei-6,30,76.26574,10.09537
imei-7,30,76.28389,9.97743
imei-8,30,76.33061,10.01331
imei-9,30,76.31801,9.97052
imei-10,30,76.35351,10.02157
imei-11,30,76.34623,10.10518
imei-12,30,76.37,10.16478
imei-13,30,76.31243,10.02577
imei-14,30,76.34231,10.02146
imei-1,31,76.26969,10.08201
imei-2,31,76.24313,10.12767
imei-3,31,76.45572,10.02392
imei-4,31,76.52046,10.0381
imei-5,31,76.23525,10.14614
imei-6,31,76.26571,10.09555
imei-7,31,76.28367,9.97803
imei-8,31,76.33054,10.01331
imei-9,31,76.31802,9.97059
imei-10,31,76.35297,10.02128
imei-11,31,76.34631,10.10519
imei-12,31,76.36999,10.16471
imei-13,31,76.31243,10.02579
imei-14,31,76.34209,10.02177
imei-1,32,76.26968,10.08205
imei-2,32,76.24321,10.12757
imei-3,32,76.4558,10.02393
imei-4,32,76.52036,10.03811
imei-5,32,76.2352493,10.1461404
imei-6,32,76.2657,10.09564
imei-7,32,76.28361,9.97819
imei-8,32,76.33049,10.0133
imei-9,32,76.31802,9.97073
imei-10,32,76.35295,10.02126
imei-11,32,76.34638,10.10519
imei-12,32,76.37,10.16444
imei-13,32,76.31243,10.02582
imei-14,32,76.34183,10.02213
imei-1,33,76.26963,10.0822
imei-2,33,76.2433,10.12743
imei-3,33,76.45587,10.02394
imei-4,33,76.52022,10.03813
imei-5,33,76.23529,10.14586
imei-6,33,76.2657,10.09567
imei-7,33,76.28357,9.9783
imei-8,33,76.33044,10.0133
imei-9,33,76.31795,9.97142
imei-10,33,76.35293,10.02125
imei-11,33,76.3465,10.10519
imei-12,33,76.37001,10.16434
imei-13,33,76.31243,10.02585
imei-14,33,76.34155,10.02251
imei-1,34,76.26962,10.08224
imei-2,34,76.24337,10.12733
imei-3,34,76.45594,10.02393
imei-4,34,76.52013,10.03813
imei-5,34,76.23533,10.14546
imei-6,34,76.26567,10.09579
imei-7,34,76.28345,9.9787
imei-8,34,76.33034,10.0133
imei-9,34,76.31786,9.97238
imei-10,34,76.35292,10.02124
imei-11,34,76.34654,10.1052
imei-12,34,76.37003,10.16409
imei-13,34,76.31243,10.02587
imei-14,34,76.34139,10.02267
imei-1,35,76.26954,10.08251
imei-2,35,76.24339,10.12731
imei-3,35,76.456,10.02392
imei-4,35,76.52004,10.03812
imei-5,35,76.23534,10.14528
imei-6,35,76.26565,10.09586
imei-7,35,76.28325,9.97928
imei-8,35,76.33021,10.0133
imei-9,35,76.31781,9.9728
imei-10,35,76.35291,10.02122
imei-11,35,76.34658,10.10519
imei-12,35,76.37003,10.164
imei-13,35,76.31244,10.0259
imei-14,35,76.34124,10.02282
imei-1,36,76.26949,10.08269
imei-2,36,76.24343,10.12722
imei-3,36,76.45616,10.02386
imei-4,36,76.51988,10.03811
imei-5,36,76.23533,10.14521
imei-6,36,76.26562,10.09595
imei-7,36,76.28319,9.9795
imei-8,36,76.33007,10.0133
imei-9,36,76.31781,9.97288
imei-10,36,76.35289,10.0212
imei-11,36,76.3467,10.10518
imei-12,36,76.37003,10.16393
imei-13,36,76.31251,10.02607
imei-14,36,76.34111,10.02292
imei-1,37,76.26937,10.08313
imei-2,37,76.24343,10.12721
imei-3,37,76.45656,10.02371
imei-4,37,76.51966,10.03809
imei-5,37,76.23525,10.14514
imei-6,37,76.26561,10.09596
imei-7,37,76.28317,9.97966
imei-8,37,76.33003,10.01329
imei-9,37,76.31779,9.97301
imei-10,37,76.35287,10.02117
imei-11,37,76.34681,10.10516
imei-12,37,76.37002,10.16387
imei-13,37,76.3125097,10.0260722
imei-14,37,76.34101,10.02299
imei-1,38,76.26933,10.08332
imei-2,38,76.24348,10.12711
imei-3,38,76.45676,10.02364
imei-4,38,76.51958,10.03808
imei-5,38,76.2352501,10.145142
imei-6,38,76.26556,10.09617
imei-7,38,76.28312,9.98002
imei-8,38,76.32984,10.01325
imei-9,38,76.3177,9.97391
imei-10,38,76.35286,10.02114
imei-11,38,76.34698,10.10511
imei-12,38,76.37002,10.16381
imei-13,38,76.31253,10.02607
imei-14,38,76.34091,10.02305
imei-1,39,76.26927,10.08359
imei-2,39,76.24352,10.12698
imei-3,39,76.45677,10.02364
imei-4,39,76.51941,10.03806
imei-5,39,76.23517,10.14488
imei-6,39,76.26554,10.09627
imei-7,39,76.28299,9.98092
imei-8,39,76.32968,10.0132
imei-9,39,76.31769,9.97402
imei-10,39,76.35281,10.02105
imei-11,39,76.3472,10.10508
imei-12,39,76.37001,10.16375
imei-13,39,76.31256,10.02608
imei-14,39,76.34078,10.02313
imei-1,40,76.26925,10.08367
imei-2,40,76.24359,10.12675
imei-3,40,76.45683,10.02362
imei-4,40,76.51915,10.03804
imei-5,40,76.23516,10.14472
imei-6,40,76.26543,10.09671
imei-7,40,76.28288,9.98157
imei-8,40,76.32964,10.01319
imei-9,40,76.31766,9.97431
imei-10,40,76.3528,10.02101
imei-11,40,76.34743,10.10503
imei-12,40,76.37,10.16369
imei-13,40,76.3126,10.0261
imei-14,40,76.34063,10.0232
imei-1,41,76.26923,10.08374
imei-2,41,76.24359,10.12674
imei-3,41,76.45691,10.02361
imei-4,41,76.51887,10.03802
imei-5,41,76.23516,10.14466
imei-6,41,76.26538,10.0969
imei-7,41,76.2827,9.98214
imei-8,41,76.32944,10.01314
imei-9,41,76.31763,9.97461
imei-10,41,76.3528,10.021
imei-11,41,76.34767,10.10498
imei-12,41,76.36997,10.16362
imei-13,41,76.31263,10.02612
imei-14,41,76.34052,10.02324
imei-1,42,76.2692,10.08391
imei-2,42,76.24369,10.12642
imei-3,42,76.45707,10.02359
imei-4,42,76.51861,10.03801
imei-5,42,76.23519,10.14461
imei-6,42,76.26531,10.09715
imei-7,42,76.28224,9.9835
imei-8,42,76.32937,10.01312
imei-9,42,76.31753,9.97556
imei-10,42,76.35279,10.02093
imei-11,42,76.34792,10.10494
imei-12,42,76.36993,10.16354
imei-13,42,76.31272,10.02618
imei-14,42,76.3404,10.02327
imei-1,43,76.26917,10.08409
imei-2,43,76.24383,10.12593
imei-3,43,76.4573,10.02359
imei-4,43,76.51841,10.03799
imei-5,43,76.23539,10.14445
imei-6,43,76.26531,10.09716
imei-7,43,76.28212,9.98387
imei-8,43,76.32923,10.01307
imei-9,43,76.3175,9.97578
imei-10,43,76.35279,10.02085
imei-11,43,76.34875,10.10489
imei-12,43,76.36984,10.16338
imei-13,43,76.31281,10.02624
imei-14,43,76.34024,10.02332
imei-1,44,76.26914,10.08423
imei-2,44,76.24392,10.12562
imei-3,44,76.45753,10.02359
imei-4,44,76.51819,10.03798
imei-5,44,76.2356,10.14415
imei-6,44,76.26524,10.09737
imei-7,44,76.28176,9.98485
imei-8,44,76.32903,10.013
imei-9,44,76.31746,9.97601
imei-10,44,76.35279,10.02078
imei-11,44,76.34888,10.10489
imei-12,44,76.36969,10.16319
imei-13,44,76.31285,10.02627
imei-14,44,76.34005,10.02337
imei-1,45,76.26907,10.08437
imei-2,45,76.24398,10.12544
imei-3,45,76.45769,10.02356
imei-4,45,76.51797,10.03795
imei-5,45,76.23603,10.14366
imei-6,45,76.2652,10.09749
imei-7,45,76.28175,9.98489
imei-8,45,76.32844,10.0128
imei-9,45,76.31738,9.97678
imei-10,45,76.35281,10.02071
imei-11,45,76.349,10.10488
imei-12,45,76.36959,10.16307
imei-13,45,76.31292,10.0263
imei-14,45,76.33994,10.0234
imei-1,46,76.26904,10.08444
imei-2,46,76.24399,10.12538
imei-3,46,76.45801,10.02349
imei-4,46,76.5177,10.03792
imei-5,46,76.23614,10.14355
imei-6,46,76.26513,10.0977
imei-7,46,76.28147,9.98565
imei-8,46,76.32822,10.01271
imei-9,46,76.31711,9.97935
imei-10,46,76.35282,10.02066
imei-11,46,76.34912,10.10488
imei-12,46,76.36948,10.16295
imei-13,46,76.31298,10.02634
imei-14,46,76.33984,10.02341
imei-1,47,76.26897,10.08457
imei-2,47,76.24409,10.12509
imei-3,47,76.45829,10.02341
imei-4,47,76.5175,10.03788
imei-5,47,76.23618,10.14348
imei-6,47,76.26508,10.0978
imei-7,47,76.28143,9.98574
imei-8,47,76.3281,10.01266
imei-9,47,76.31687,9.98107
imei-10,47,76.35282,10.02065
imei-11,47,76.34925,10.10489
imei-12,47,76.36941,10.16289
imei-13,47,76.3132,10.02643
imei-14,47,76.33965,10.02347
imei-1,48,76.26885,10.08491
imei-2,48,76.24414,10.12497
imei-3,48,76.45841,10.02337
imei-4,48,76.51734,10.03786
imei-5,48,76.23619,10.14344
imei-6,48,76.26502,10.09797
imei-7,48,76.2814347,9.9857389
imei-8,48,76.32796,10.01264
imei-9,48,76.31685,9.98115
imei-10,48,76.35286,10.02057
imei-11,48,76.34936,10.1049
imei-12,48,76.36925,10.16276
imei-13,48,76.31327,10.02645
imei-14,48,76.33954,10.02351
imei-1,49,76.26885,10.08493
imei-2,49,76.2442,10.12484
imei-3,49,76.4585,10.02333
imei-4,49,76.51717,10.03781
imei-5,49,76.23624,10.14331
imei-6,49,76.26488,10.09832
imei-7,49,76.28141,9.98585
imei-8,49,76.32767,10.01259
imei-9,49,76.31678,9.98162
imei-10,49,76.35302,10.02025
imei-11,49,76.34947,10.10491
imei-12,49,76.36914,10.16268
imei-13,49,76.31353,10.02654
imei-14,49,76.33952,10.02352
imei-1,50,76.26885,10.08494
imei-2,50,76.24424,10.12477
imei-3,50,76.45866,10.02327
imei-4,50,76.51708,10.0378
imei-5,50,76.23639,10.14282
imei-6,50,76.26485,10.09838
imei-7,50,76.28151,9.98588
imei-8,50,76.32744,10.01256
imei-9,50,76.31669,9.98238
imei-10,50,76.35308,10.0201
imei-11,50,76.34976,10.10495
imei-12,50,76.369,10.16261
imei-13,50,76.3138,10.02663
imei-14,50,76.33938,10.02357
imei-1,51,76.26886,10.08496
imei-2,51,76.24426,10.12474
imei-3,51,76.45876,10.02324
imei-4,51,76.51703,10.0378
imei-5,51,76.23652,10.14251
imei-6,51,76.26471,10.09871
imei-7,51,76.28266,9.98616
imei-8,51,76.32726,10.01253
imei-9,51,76.31652,9.98349
imei-10,51,76.3531,10.02005
imei-11,51,76.3497649,10.1049482
imei-12,51,76.36881,10.16251
imei-13,51,76.31401,10.02671
imei-14,51,76.33926,10.02362
imei-1,52,76.26887,10.08497
imei-2,52,76.24434,10.12459
imei-3,52,76.45887,10.02322
imei-4,52,76.51693,10.03781
imei-5,52,76.23656,10.14242
imei-6,52,76.26454,10.09911
imei-7,52,76.28319,9.9863
imei-8,52,76.32716,10.01252
imei-9,52,76.31628,9.98483
imei-10,52,76.35312,10.02
imei-11,52,76.34979,10.10511
imei-12,52,76.36865,10.16246
imei-13,52,76.31406,10.02673
imei-14,52,76.33916,10.02368
imei-1,53,76.2689,10.08499
imei-2,53,76.2446,10.12421
imei-3,53,76.45898,10.02319
imei-4,53,76.51683,10.03782
imei-5,53,76.23662,10.14225
imei-6,53,76.26445,10.09933
imei-7,53,76.28346,9.98642
imei-8,53,76.3269,10.01249
imei-9,53,76.31612,9.98576
imei-10,53,76.35313,10.01992
imei-11,53,76.3498,10.10525
imei-12,53,76.36854,10.16242
imei-13,53,76.31421,10.0268
imei-14,53,76.33906,10.02374
imei-1,54,76.2688958,10.0849944
imei-2,54,76.24476,10.12394
imei-3,54,76.4591,10.02318
imei-4,54,76.51674,10.03782
imei-5,54,76.23665,10.14214
imei-6,54,76.26444,10.09936
imei-7,54,76.28373,9.9865
imei-8,54,76.32664,10.01244
imei-9,54,76.31596,9.98683
imei-10,54,76.35314,10.01989
imei-11,54,76.34982,10.10538
imei-12,54,76.36846,10.1624
imei-13,54,76.31435,10.02686
imei-14,54,76.33899,10.02379
imei-1,55,76.26882,10.08532
imei-2,55,76.24484,10.12381
imei-3,55,76.45926,10.02319
imei-4,55,76.51664,10.03782
imei-5,55,76.23667,10.14208
imei-6,55,76.26439,10.09951
imei-7,55,76.28387,9.98656
imei-8,55,76.32628,10.01237
imei-9,55,76.31553,9.98926
imei-10,55,76.35314,10.01986
imei-11,55,76.34984,10.1058
imei-12,55,76.36841,10.16239
imei-13,55,76.31439,10.02688
imei-14,55,76.33891,10.02384
imei-1,56,76.26881,10.08533
imei-2,56,76.24502,10.1235
imei-3,56,76.45951,10.02322
imei-4,56,76.51653,10.03783
imei-5,56,76.23671,10.14191
imei-6,56,76.26425,10.09989
imei-7,56,76.28402,9.98664
imei-8,56,76.32595,10.01228
imei-9,56,76.31547,9.98967
imei-10,56,76.35314,10.01983
imei-11,56,76.34984,10.10585
imei-12,56,76.36836,10.16239
imei-13,56,76.3146,10.02699
imei-14,56,76.33879,10.02394
imei-1,57,76.26879,10.08545
imei-2,57,76.2453,10.12297
imei-3,57,76.45956,10.02323
imei-4,57,76.51648,10.03783
imei-5,57,76.23678,10.14159
imei-6,57,76.26417,10.10006
imei-7,57,76.28413,9.9867
imei-8,57,76.3258,10.01225
imei-9,57,76.31539,9.99007
imei-10,57,76.35314,10.01978
imei-11,57,76.34984,10.10605
imei-12,57,76.36811,10.16237
imei-13,57,76.31463,10.027
imei-14,57,76.33873,10.024
imei-1,58,76.26878,10.08555
imei-2,58,76.24556,10.12309
imei-3,58,76.45987,10.02328
imei-4,58,76.51645,10.03777
imei-5,58,76.23678,10.14155
imei-6,58,76.26405,10.10035
imei-7,58,76.28426,9.98678
imei-8,58,76.32546,10.01218
imei-9,58,76.31533,9.9905
imei-10,58,76.35313,10.01973
imei-11,58,76.34983,10.10632
imei-12,58,76.36793,10.16237
imei-13,58,76.31471,10.02705
imei-14,58,76.33871,10.02402
imei-1,59,76.26877,10.08566
imei-2,59,76.24568,10.12319
imei-3,59,76.45997,10.02329
imei-4,59,76.51643,10.03772
imei-5,59,76.23679,10.14149
imei-6,59,76.26403,10.10041
imei-7,59,76.28477,9.98718
imei-8,59,76.32511,10.01212
